deal_id|deal_name|account_id|rep_id|stage|lead_source|deal_type|amount|probability_pct|created_date|expected_close_date|close_date
642|Trey Research GmbH - Reporting Add-on|57|2|Closed Lost|Website|New Business|25500.00|0|2025-05-24|2025-08-01|2025-06-26
643|Trail Frames Chalet Inc - Enterprise License|58|12|Closed Won|Referral|New Business|24500.00|100|2025-06-08|2025-07-24|2025-08-10
644|Relecloud Sp. z o.o. - Data Platform|55|4|Qualification|Outbound|Upsell|92500.00|25|2025-12-30|2026-04-27|
645|Best For You Organics Ltd - Support Renewal|36|3|Qualification|Partner|New Business|16000.00|25|2026-09-16|2026-10-27|
646|Contoso Inc - Data Platform|21|12|Proposal|Partner|New Business|57500.00|50|2025-06-05|2025-09-05|
647|Alpine Ski House SARL - Data Platform|26|11|Negotiation|Partner|New Business|63500.00|75|2026-04-04|2026-05-28|
648|Adventure Works SpA - Enterprise License|45|5|Prospecting|Website|Renewal|11500.00|10|2025-08-01|2025-10-01|
649|Wingtip Toys BV - Migration Project|39|9|Closed Won|Trade Show|Renewal|20000.00|100|2025-07-21|2025-08-22|2025-08-02
650|Adventure Works GmbH - Data Platform|5|4|Closed Won|Website|New Business|26000.00|100|2025-08-27|2025-12-15|2026-01-10
651|Margie's Travel SL - Cloud Subscription|47|2|Negotiation|Trade Show|New Business|14500.00|75|2026-05-21|2026-09-28|
652|Litware GmbH - Cloud Subscription|12|3|Closed Lost|Outbound|New Business|24000.00|0|2026-04-24|2026-08-07|2026-07-07
653|Best For You Organics Ltd - Analytics Suite|36|9|Closed Lost|Outbound|New Business|80500.00|0|2026-01-15|2026-02-06|2026-01-27
654|Adventure Works SpA - Reporting Add-on|45|4|Closed Lost|Outbound|Renewal|18000.00|0|2025-04-16|2025-05-21|2025-04-28
655|Nod Publishers GmbH - Reporting Add-on|3|8|Closed Lost|Website|New Business|17500.00|0|2025-08-07|2025-12-24|2026-01-25
656|Southridge Video GmbH - Migration Project|1|8|Prospecting|Referral|Upsell|27000.00|10|2026-08-13|2026-09-28|
657|Relecloud Inc - Training Package|15|9|Closed Won|Outbound|New Business|28500.00|100|2026-03-24|2026-06-25|2026-07-14
658|First Up Consultants SARL - Migration Project|29|7|Prospecting|Outbound|Renewal|26000.00|10|2026-07-04|2026-08-01|
659|Woodgrove Bank Inc - Cloud Subscription|16|3|Negotiation|Outbound|New Business|27000.00|75|2025-11-01|2026-01-06|
660|Fourth Coffee GmbH - Reporting Add-on|8|7|Proposal|Outbound|Renewal|107500.00|50|2026-06-24|2026-08-13|
661|Northwind Traders AB - Training Package|51|5|Proposal|Trade Show|Renewal|9000.00|50|2026-03-10|2026-07-14|
662|Wide World Importers Inc - Analytics Suite|24|9|Closed Won|Referral|New Business|11000.00|100|2025-08-12|2025-10-21|2025-10-23
663|Margie's Travel SL - Analytics Suite|47|2|Closed Won|Partner|Renewal|118000.00|100|2025-04-20|2025-06-03|2025-06-13
664|Fincher Architects GmbH - Cloud Subscription|6|7|Qualification|Trade Show|New Business|9500.00|25|2026-09-05|2026-11-04|
665|Lucerne Publishing Ltd - Support Renewal|38|12|Closed Lost|Outbound|New Business|32000.00|0|2026-08-03|2026-11-30|2026-09-30
666|Southridge Video BV - Support Renewal|41|9|Closed Lost|Website|New Business|24500.00|0|2025-10-07|2025-12-19|2025-12-24
667|Parnell Aerospace SARL - Data Platform|30|11|Closed Won|Website|New Business|24500.00|100|2025-10-07|2025-12-29|2026-01-27
668|Wingtip Toys BV - Training Package|39|10|Negotiation|Website|New Business|48500.00|75|2025-12-10|2026-04-10|
669|Adventure Works SpA - Cloud Subscription|45|9|Negotiation|Website|Renewal|17000.00|75|2026-05-17|2026-10-14|
670|VanArsdel SARL - Cloud Subscription|27|12|Closed Lost|Referral|Upsell|18500.00|0|2025-01-09|2025-04-25|2025-05-05
671|Adventure Works SpA - Enterprise License|45|7|Closed Won|Partner|New Business|42500.00|100|2025-02-01|2025-04-27|2025-05-03
672|Lamna Healthcare Ltd - Migration Project|34|7|Closed Won|Referral|Upsell|16000.00|100|2026-02-11|2026-03-26|2026-04-26
673|The Phone Company SARL - Enterprise License|28|9|Qualification|Partner|Renewal|14000.00|25|2026-07-07|2026-08-25|
674|First Up Consultants SARL - Reporting Add-on|29|2|Closed Won|Outbound|Renewal|17000.00|100|2025-10-17|2025-12-29|2025-12-31
675|Margie's Travel GmbH - Data Platform|7|5|Closed Won|Website|New Business|24500.00|100|2025-06-08|2025-07-13|2025-08-17
676|Bellows College Inc - Enterprise License|22|2|Closed Won|Outbound|Renewal|20500.00|100|2025-02-06|2025-04-07|2025-05-05
677|Tailspin Toys Inc - Migration Project|25|12|Closed Won|Website|New Business|21500.00|100|2025-04-19|2025-05-17|2025-07-26
678|Graphic Design Institute Inc - Training Package|20|3|Prospecting|Outbound|Upsell|31000.00|10|2026-08-31|2026-11-10|
679|Lucerne Publishing Ltd - Support Renewal|38|2|Qualification|Outbound|Renewal|49000.00|25|2025-11-27|2026-01-09|
680|Margie's Travel GmbH - Migration Project|7|11|Closed Won|Website|New Business|36000.00|100|2026-06-01|2026-07-01|2026-06-13
681|Contoso Inc - Cloud Subscription|21|9|Closed Won|Trade Show|Renewal|13500.00|100|2025-06-18|2025-07-26|2025-07-05
682|Fourth Coffee GmbH - Enterprise License|8|7|Qualification|Referral|New Business|75000.00|25|2026-09-12|2026-11-17|
683|Humongous Insurance Ltd - Support Renewal|33|8|Qualification|Outbound|Upsell|180000.00|25|2026-01-04|2026-05-31|
684|City Power & Light SL - Support Renewal|49|6|Closed Won|Partner|New Business|17500.00|100|2026-05-03|2026-06-23|2026-06-19
685|Nod Publishers SpA - Enterprise License|43|3|Prospecting|Referral|New Business|24500.00|10|2025-07-20|2025-11-02|
686|City Power & Light SL - Support Renewal|49|3|Proposal|Trade Show|Upsell|119000.00|50|2026-07-02|2026-11-09|
687|Wide Field Robotics SARL - Support Renewal|31|4|Closed Lost|Trade Show|New Business|20000.00|0|2025-10-12|2026-03-06|2026-03-03
688|Winsome Apparel AB - Reporting Add-on|50|4|Closed Lost|Outbound|New Business|14500.00|0|2025-04-23|2025-06-07|2025-05-14
689|Tres Chic Boutique BV - Cloud Subscription|42|5|Closed Won|Website|New Business|26500.00|100|2025-07-22|2025-09-08|2025-10-14
690|Proseware BV - Data Platform|40|12|Closed Won|Outbound|New Business|62500.00|100|2026-08-10|2026-09-25|2026-08-22
691|Southridge Video BV - Reporting Add-on|41|2|Closed Lost|Referral|New Business|86500.00|0|2025-04-06|2025-07-03|2025-05-08
692|Northwind Traders GmbH - Analytics Suite|11|11|Closed Won|Trade Show|Renewal|28000.00|100|2025-11-05|2026-02-01|2026-02-04
693|City Power & Light SL - Training Package|49|4|Closed Won|Outbound|Renewal|23000.00|100|2025-07-27|2025-08-29|2025-09-06
694|Fourth Coffee SL - Support Renewal|48|2|Proposal|Partner|Renewal|78000.00|50|2026-08-07|2026-10-18|
695|Nod Publishers SpA - Migration Project|43|3|Prospecting|Partner|Renewal|14000.00|10|2026-07-10|2026-11-24|
696|Trey Research GmbH - Cloud Subscription|57|11|Qualification|Outbound|Upsell|36000.00|25|2026-09-20|2026-10-11|
697|Tailspin Toys Inc - Support Renewal|25|9|Closed Won|Partner|New Business|56500.00|100|2025-12-28|2026-02-21|2026-01-27
698|Trail Frames Chalet Inc - Enterprise License|58|1|Qualification|Referral|New Business|38500.00|25|2026-05-24|2026-09-11|
699|Prose Ware Systems Inc - Support Renewal|59|11|Closed Lost|Trade Show|New Business|10500.00|0|2026-04-22|2026-06-06|2026-05-15
700|Contoso Inc - Support Renewal|21|5|Closed Lost|Referral|New Business|16500.00|0|2025-06-12|2025-10-30|2025-11-02
701|Consolidated Messenger GmbH - Reporting Add-on|4|9|Closed Won|Referral|New Business|10000.00|100|2025-09-17|2026-02-05|2026-03-02
702|Tres Chic Boutique GmbH - Support Renewal|2|10|Prospecting|Referral|Renewal|42000.00|10|2026-04-20|2026-08-05|
703|City Power & Light SL - Cloud Subscription|49|11|Closed Lost|Referral|Renewal|55000.00|0|2025-01-03|2025-02-20|2025-02-15
704|Tall Poppies Ltd - Migration Project|37|4|Closed Won|Partner|New Business|21500.00|100|2025-04-09|2025-05-31|2025-06-14
705|Best For You Organics Ltd - Enterprise License|36|1|Prospecting|Outbound|Upsell|15000.00|10|2026-07-18|2026-08-23|
706|Coho Winery Sp. z o.o. - Reporting Add-on|54|4|Closed Won|Trade Show|Renewal|18000.00|100|2026-03-23|2026-06-22|2026-06-06
707|Alpine Ski House SARL - Training Package|26|4|Negotiation|Partner|New Business|30000.00|75|2026-07-24|2026-10-30|
708|Consolidated Messenger GmbH - Training Package|4|10|Closed Lost|Outbound|New Business|12500.00|0|2026-03-19|2026-04-22|2026-05-05
709|City Power & Light SL - Reporting Add-on|49|6|Prospecting|Website|New Business|90000.00|10|2026-09-25|2026-12-31|
710|City Power & Light SL - Enterprise License|49|2|Closed Won|Referral|Renewal|9500.00|100|2026-03-04|2026-07-28|2026-08-10
711|Prose Ware Systems Inc - Migration Project|59|1|Negotiation|Referral|New Business|19500.00|75|2026-05-21|2026-10-03|
712|City Power & Light GmbH - Reporting Add-on|9|1|Prospecting|Trade Show|Upsell|66000.00|10|2026-08-20|2026-12-28|
713|Blue Yonder Airlines Inc - Training Package|23|7|Closed Lost|Trade Show|New Business|30500.00|0|2025-01-25|2025-03-17|2025-04-26
714|Tres Chic Boutique GmbH - Training Package|2|3|Negotiation|Outbound|Renewal|96000.00|75|2026-04-21|2026-08-03|
715|Prose Ware Systems Inc - Analytics Suite|59|10|Negotiation|Website|New Business|24000.00|75|2026-04-14|2026-05-18|
716|Wide World Importers Inc - Analytics Suite|24|3|Closed Won|Website|Renewal|11000.00|100|2025-02-22|2025-03-24|2025-04-30
717|Litware AB - Migration Project|52|1|Closed Won|Outbound|New Business|17000.00|100|2026-03-12|2026-07-06|2026-05-21
718|Liberty Delightful Sinful Bakery Ltd - Analytics Suite|35|2|Negotiation|Trade Show|New Business|63000.00|75|2025-12-06|2026-04-20|
719|Proseware BV - Reporting Add-on|40|7|Closed Won|Partner|Upsell|43500.00|100|2025-04-01|2025-08-01|2025-08-17
720|Coho Winery GmbH - Data Platform|14|11|Closed Won|Outbound|Renewal|8500.00|100|2025-04-10|2025-05-30|2025-07-02
721|Parnell Aerospace SARL - Data Platform|30|11|Negotiation|Outbound|Renewal|30000.00|75|2026-06-21|2026-09-13|
722|Southridge Video BV - Enterprise License|41|2|Closed Lost|Website|New Business|56000.00|0|2026-01-13|2026-03-26|2026-03-04
723|The Phone Company SARL - Support Renewal|28|4|Negotiation|Trade Show|Renewal|35500.00|75|2026-04-23|2026-05-22|
724|Fabrikam SARL - Analytics Suite|32|9|Proposal|Partner|Renewal|113000.00|50|2026-02-05|2026-06-08|
725|Blue Yonder Airlines Inc - Reporting Add-on|23|2|Closed Won|Outbound|New Business|34500.00|100|2025-09-26|2025-10-16|2025-10-12
726|Fincher Architects GmbH - Support Renewal|6|10|Prospecting|Website|New Business|54000.00|10|2026-08-24|2027-01-11|
727|Nod Publishers GmbH - Support Renewal|3|12|Closed Won|Website|Upsell|16500.00|100|2025-05-06|2025-07-11|2025-07-19
728|Trail Frames Chalet Inc - Migration Project|58|1|Proposal|Website|Renewal|21500.00|50|2026-03-10|2026-07-17|
729|Nod Publishers SpA - Support Renewal|43|3|Negotiation|Trade Show|New Business|7500.00|75|2025-06-26|2025-09-17|
730|Consolidated Messenger GmbH - Training Package|4|12|Prospecting|Website|New Business|106000.00|10|2025-11-12|2026-01-12|
731|City Power & Light GmbH - Training Package|9|10|Proposal|Referral|Renewal|42500.00|50|2026-07-14|2026-08-25|
732|Southridge Video GmbH - Support Renewal|1|11|Closed Lost|Website|New Business|27500.00|0|2025-10-03|2026-02-28|2025-12-28
733|Coho Winery GmbH - Support Renewal|14|11|Proposal|Website|Renewal|72500.00|50|2026-09-09|2026-12-10|
734|Lucerne Publishing Ltd - Analytics Suite|38|7|Closed Won|Partner|Renewal|20500.00|100|2025-05-08|2025-06-02|2025-05-20
735|Contoso Inc - Migration Project|21|9|Prospecting|Partner|Upsell|33000.00|10|2026-08-19|2026-10-10|
736|Lucerne Publishing Ltd - Support Renewal|38|2|Negotiation|Partner|Upsell|10000.00|75|2026-03-18|2026-08-09|
737|Relecloud Sp. z o.o. - Reporting Add-on|55|6|Proposal|Website|Renewal|21000.00|50|2026-08-05|2026-09-04|
738|Fabrikam SARL - Migration Project|32|3|Closed Won|Outbound|New Business|58000.00|100|2025-10-28|2026-03-03|2026-02-25
739|Alpine Ski House SARL - Training Package|26|8|Proposal|Referral|Upsell|14500.00|50|2026-04-15|2026-09-03|
740|Coho Winery GmbH - Enterprise License|14|3|Closed Lost|Website|Renewal|42000.00|0|2026-01-17|2026-06-07|2026-06-22
741|Blue Yonder Airlines Inc - Reporting Add-on|23|3|Closed Won|Website|Renewal|6000.00|100|2025-05-03|2025-06-09|2025-05-17
742|Woodgrove Bank GmbH - Reporting Add-on|56|6|Negotiation|Referral|Renewal|11000.00|75|2025-11-30|2026-01-19|
743|Litware GmbH - Enterprise License|12|11|Proposal|Partner|New Business|58000.00|50|2025-10-03|2026-02-05|
744|Southridge Video BV - Migration Project|41|12|Closed Won|Partner|New Business|15000.00|100|2025-11-09|2026-01-16|2025-12-31
745|Woodgrove Bank GmbH - Reporting Add-on|56|5|Closed Lost|Referral|New Business|50000.00|0|2025-04-15|2025-07-09|2025-05-16
746|Prose Ware Systems Inc - Analytics Suite|59|9|Closed Lost|Trade Show|Renewal|47000.00|0|2025-07-02|2025-07-24|2025-08-06
747|Margie's Travel GmbH - Analytics Suite|7|4|Proposal|Website|New Business|62000.00|50|2026-02-18|2026-06-29|
748|Adventure Works GmbH - Training Package|5|8|Prospecting|Referral|Upsell|30500.00|10|2026-09-25|2027-01-07|
749|Humongous Insurance Ltd - Training Package|33|2|Closed Won|Website|New Business|11500.00|100|2025-08-01|2025-09-07|2025-08-30
750|Winsome Apparel AB - Training Package|50|1|Closed Lost|Trade Show|New Business|47000.00|0|2025-06-16|2025-08-31|2025-09-04
751|Fabrikam SARL - Training Package|32|3|Qualification|Referral|Upsell|68000.00|25|2026-06-19|2026-07-13|
752|Bellows College Inc - Cloud Subscription|22|12|Prospecting|Partner|Renewal|18500.00|10|2026-01-13|2026-03-05|
753|Fincher Architects GmbH - Data Platform|6|7|Closed Won|Referral|Renewal|50000.00|100|2026-06-08|2026-06-30|2026-07-09
754|Prose Ware Systems Inc - Training Package|19|1|Qualification|Website|New Business|20000.00|25|2025-06-26|2025-10-20|
755|City Power & Light GmbH - Data Platform|9|8|Negotiation|Website|Upsell|25500.00|75|2025-12-27|2026-05-04|
756|Munson's Pickles GmbH - Analytics Suite|13|5|Closed Won|Partner|Renewal|21500.00|100|2025-02-01|2025-04-14|2025-04-20
757|Proseware BV - Training Package|40|7|Proposal|Trade Show|New Business|21500.00|50|2026-01-21|2026-05-01|
758|Best For You Organics Ltd - Cloud Subscription|36|3|Proposal|Trade Show|New Business|8000.00|50|2026-02-28|2026-05-31|
759|Blue Yonder Airlines Inc - Reporting Add-on|23|5|Closed Won|Referral|Renewal|28000.00|100|2025-03-24|2025-05-05|2025-04-28
760|Wide Field Robotics SARL - Cloud Subscription|31|4|Closed Lost|Outbound|New Business|57500.00|0|2026-01-31|2026-06-03|2026-05-15
761|Fincher Architects SpA - Support Renewal|46|7|Qualification|Outbound|Upsell|33000.00|25|2025-08-23|2025-09-19|
762|The Phone Company SARL - Reporting Add-on|28|11|Closed Lost|Partner|New Business|64000.00|0|2025-09-06|2025-09-28|2025-09-18
763|Parnell Aerospace SARL - Reporting Add-on|30|2|Qualification|Referral|Renewal|21000.00|25|2025-09-14|2025-12-09|
764|Wide World Importers Inc - Training Package|24|2|Proposal|Website|Renewal|36500.00|50|2025-09-22|2026-02-01|
765|Humongous Insurance Ltd - Data Platform|33|5|Closed Lost|Website|New Business|10500.00|0|2025-03-04|2025-07-02|2025-06-26
766|Adventure Works SpA - Reporting Add-on|45|3|Closed Won|Website|New Business|23000.00|100|2025-11-12|2025-12-27|2025-12-20
767|Litware AB - Data Platform|52|11|Negotiation|Outbound|Renewal|39000.00|75|2026-06-12|2026-08-30|
768|Relecloud Inc - Enterprise License|15|12|Closed Won|Referral|New Business|24000.00|100|2025-06-21|2025-10-20|2025-10-20
769|Coho Winery GmbH - Migration Project|14|7|Prospecting|Referral|New Business|14500.00|10|2026-09-20|2027-02-09|
770|Wingtip Toys BV - Migration Project|39|5|Proposal|Website|Upsell|9000.00|50|2026-02-26|2026-07-25|
771|Trail Frames Chalet Inc - Reporting Add-on|18|2|Proposal|Outbound|Renewal|132000.00|50|2025-06-17|2025-07-18|
772|Fourth Coffee GmbH - Cloud Subscription|8|4|Proposal|Partner|New Business|23000.00|50|2026-06-06|2026-07-26|
773|Nod Publishers SpA - Training Package|43|11|Closed Lost|Trade Show|Renewal|40500.00|0|2026-01-17|2026-03-14|2026-02-27
774|Munson's Pickles Sp. z o.o. - Support Renewal|53|9|Closed Lost|Website|New Business|22500.00|0|2025-05-08|2025-10-02|2025-10-13
775|Adventure Works SpA - Training Package|45|11|Closed Won|Trade Show|New Business|61000.00|100|2025-10-28|2026-03-12|2026-05-03
776|Litware GmbH - Migration Project|12|1|Closed Won|Website|Renewal|45000.00|100|2026-06-04|2026-10-01|2026-09-28
777|Trail Frames Chalet Inc - Data Platform|58|8|Proposal|Referral|New Business|7000.00|50|2026-01-17|2026-05-25|
778|Litware AB - Support Renewal|52|12|Closed Won|Outbound|New Business|14500.00|100|2025-03-29|2025-05-30|2025-05-21
779|City Power & Light GmbH - Support Renewal|9|9|Negotiation|Website|New Business|9000.00|75|2026-06-01|2026-07-31|
780|Consolidated Messenger GmbH - Cloud Subscription|4|8|Closed Won|Website|New Business|27000.00|100|2026-03-27|2026-08-02|2026-06-17
781|Bellows College Inc - Data Platform|22|9|Closed Lost|Outbound|New Business|32000.00|0|2026-04-26|2026-08-10|2026-07-10
782|Northwind Traders GmbH - Cloud Subscription|11|1|Qualification|Referral|New Business|25500.00|25|2026-04-17|2026-07-05|
783|Wide Field Robotics SARL - Migration Project|31|1|Proposal|Referral|Renewal|99000.00|50|2026-06-24|2026-09-04|
784|Tres Chic Boutique GmbH - Training Package|2|10|Closed Won|Partner|Renewal|16000.00|100|2026-04-28|2026-08-03|2026-06-30
785|Coho Winery Sp. z o.o. - Support Renewal|54|9|Closed Won|Outbound|Upsell|25500.00|100|2025-09-28|2025-12-12|2025-11-11
786|Tailspin Toys Inc - Analytics Suite|25|2|Closed Won|Website|Upsell|11000.00|100|2025-03-05|2025-07-16|2025-08-10
787|Graphic Design Institute AG - Enterprise License|60|8|Proposal|Website|Upsell|3500.00|50|2026-01-21|2026-05-28|
788|Margie's Travel GmbH - Training Package|7|11|Negotiation|Trade Show|New Business|72500.00|75|2026-05-09|2026-06-17|
789|Liberty Delightful Sinful Bakery Ltd - Data Platform|35|12|Negotiation|Referral|Renewal|33000.00|75|2026-08-26|2026-10-11|
790|Proseware BV - Analytics Suite|40|7|Closed Lost|Partner|Upsell|29500.00|0|2025-08-19|2025-09-21|2025-09-15
791|Adventure Works GmbH - Training Package|5|1|Closed Won|Trade Show|Upsell|27500.00|100|2025-05-11|2025-06-02|2025-05-23
792|Fourth Coffee SL - Data Platform|48|3|Closed Won|Outbound|New Business|26000.00|100|2025-12-07|2026-03-31|2026-05-25
793|Proseware BV - Data Platform|40|7|Closed Lost|Outbound|Renewal|53500.00|0|2026-04-07|2026-07-17|2026-08-18
794|Best For You Organics Ltd - Enterprise License|36|5|Closed Won|Website|Renewal|23000.00|100|2025-10-20|2026-01-20|2026-02-19
795|Relecloud Sp. z o.o. - Training Package|55|4|Prospecting|Outbound|Renewal|63500.00|10|2026-09-14|2026-12-14|
796|Woodgrove Bank Inc - Support Renewal|16|12|Closed Won|Referral|Upsell|124500.00|100|2025-02-04|2025-04-01|2025-04-06
797|Wide Field Robotics SARL - Enterprise License|31|9|Qualification|Trade Show|New Business|30000.00|25|2026-04-25|2026-06-28|
798|Bellows College Inc - Enterprise License|22|9|Closed Lost|Trade Show|Renewal|46000.00|0|2025-04-05|2025-07-08|2025-08-31
799|Southridge Video GmbH - Support Renewal|1|11|Closed Won|Referral|Renewal|102500.00|100|2025-06-25|2025-09-11|2025-08-28
800|Contoso Inc - Enterprise License|21|1|Negotiation|Website|New Business|25000.00|75|2026-03-18|2026-06-01|
801|VanArsdel SARL - Training Package|27|3|Closed Won|Outbound|New Business|9000.00|100|2025-08-08|2025-09-10|2025-08-20
802|Fourth Coffee GmbH - Support Renewal|8|12|Qualification|Website|New Business|71000.00|25|2026-06-03|2026-07-12|
803|Wide World Importers Inc - Data Platform|24|4|Closed Lost|Referral|New Business|14000.00|0|2025-08-12|2025-09-16|2025-09-25
804|Southridge Video GmbH - Data Platform|1|6|Negotiation|Trade Show|New Business|6000.00|75|2026-03-03|2026-05-05|
805|Lamna Healthcare Ltd - Enterprise License|34|12|Closed Won|Website|Renewal|108000.00|100|2025-07-20|2025-12-13|2026-01-02
806|Graphic Design Institute Inc - Data Platform|20|8|Closed Won|Partner|New Business|76000.00|100|2025-03-10|2025-05-31|2025-05-13
807|Woodgrove Bank GmbH - Data Platform|56|1|Qualification|Referral|New Business|20500.00|25|2026-06-11|2026-10-16|
808|Humongous Insurance Ltd - Data Platform|33|8|Closed Won|Referral|Renewal|47000.00|100|2025-04-20|2025-08-15|2025-08-27
809|Munson's Pickles Sp. z o.o. - Analytics Suite|53|4|Closed Lost|Website|Upsell|9000.00|0|2025-02-06|2025-04-21|2025-03-31
810|Adventure Works GmbH - Reporting Add-on|5|9|Qualification|Outbound|Renewal|18000.00|25|2026-09-02|2027-01-24|
811|Humongous Insurance Ltd - Training Package|33|9|Proposal|Website|New Business|11500.00|50|2026-03-21|2026-07-21|
812|Graphic Design Institute AG - Training Package|60|4|Closed Lost|Outbound|New Business|30500.00|0|2025-09-06|2025-11-19|2025-11-18
813|Trail Frames Chalet Inc - Enterprise License|58|7|Proposal|Website|New Business|30000.00|50|2025-11-15|2025-12-21|
814|Consolidated Messenger GmbH - Analytics Suite|4|7|Closed Won|Outbound|New Business|35500.00|100|2026-06-26|2026-08-23|2026-08-07
815|Winsome Apparel GmbH - Analytics Suite|10|1|Closed Won|Partner|Upsell|14000.00|100|2025-01-30|2025-05-11|2025-05-08
816|Tres Chic Boutique BV - Reporting Add-on|42|12|Closed Lost|Partner|Renewal|29500.00|0|2026-04-04|2026-06-28|2026-06-29
817|First Up Consultants SARL - Migration Project|29|11|Closed Lost|Outbound|New Business|17500.00|0|2025-11-01|2025-12-26|2026-01-09
818|Winsome Apparel GmbH - Training Package|10|11|Proposal|Outbound|Renewal|24000.00|50|2026-04-07|2026-09-04|
819|Margie's Travel GmbH - Reporting Add-on|7|12|Closed Lost|Outbound|Upsell|71500.00|0|2025-12-30|2026-05-03|2026-06-02
820|VanArsdel SARL - Cloud Subscription|27|1|Closed Won|Referral|Renewal|12500.00|100|2025-03-01|2025-04-28|2025-03-22
821|Fincher Architects GmbH - Reporting Add-on|6|12|Closed Won|Outbound|Upsell|49000.00|100|2025-04-16|2025-05-14|2025-06-07
822|Wide Field Robotics SARL - Training Package|31|7|Closed Won|Website|Renewal|10500.00|100|2025-04-16|2025-09-12|2025-09-07
823|VanArsdel SARL - Training Package|27|9|Negotiation|Partner|New Business|41000.00|75|2025-10-16|2026-01-09|
824|Margie's Travel GmbH - Data Platform|7|11|Negotiation|Referral|New Business|12000.00|75|2026-02-26|2026-03-18|
825|Best For You Organics Ltd - Support Renewal|36|3|Proposal|Partner|Upsell|17000.00|50|2026-09-10|2026-11-10|
826|Contoso Inc - Training Package|21|1|Negotiation|Website|Upsell|13500.00|75|2026-04-28|2026-08-10|
827|Fourth Coffee GmbH - Cloud Subscription|8|12|Proposal|Referral|New Business|44000.00|50|2025-11-19|2026-01-26|
828|Northwind Traders AB - Reporting Add-on|51|5|Prospecting|Partner|Upsell|21000.00|10|2026-06-05|2026-09-23|
829|Fincher Architects SpA - Cloud Subscription|46|1|Closed Won|Referral|New Business|16000.00|100|2026-01-10|2026-03-12|2026-01-27
830|Consolidated Messenger GmbH - Analytics Suite|4|10|Closed Won|Referral|Renewal|24500.00|100|2026-06-27|2026-08-31|2026-09-26
831|Munson's Pickles GmbH - Training Package|13|7|Negotiation|Referral|New Business|102500.00|75|2026-04-03|2026-06-22|
832|Prose Ware Systems Inc - Support Renewal|19|7|Negotiation|Website|New Business|42000.00|75|2026-05-12|2026-09-27|
833|Best For You Organics Ltd - Data Platform|36|7|Closed Won|Website|New Business|20500.00|100|2026-04-24|2026-06-22|2026-05-06
834|Margie's Travel GmbH - Support Renewal|7|12|Closed Won|Website|New Business|10500.00|100|2025-11-07|2026-03-13|2026-03-30
835|Woodgrove Bank Inc - Reporting Add-on|16|7|Prospecting|Outbound|New Business|15500.00|10|2026-06-16|2026-07-26|
836|Bellows College Inc - Reporting Add-on|22|8|Closed Won|Website|New Business|16500.00|100|2026-01-06|2026-04-10|2026-04-07
837|Woodgrove Bank GmbH - Analytics Suite|56|6|Closed Lost|Partner|Upsell|36000.00|0|2026-07-12|2026-10-03|2026-09-29
838|Coho Winery Sp. z o.o. - Reporting Add-on|54|9|Negotiation|Referral|Renewal|35500.00|75|2026-08-09|2026-11-22|
839|Southridge Video GmbH - Analytics Suite|1|2|Closed Won|Website|Renewal|13000.00|100|2025-03-22|2025-07-17|2025-06-17
840|Fourth Coffee SL - Reporting Add-on|48|3|Closed Won|Website|New Business|29000.00|100|2025-07-15|2025-09-13|2025-09-01
841|Wingtip Toys BV - Data Platform|39|12|Closed Lost|Partner|New Business|82000.00|0|2025-01-08|2025-03-18|2025-03-01
842|Humongous Insurance Ltd - Analytics Suite|33|11|Closed Lost|Trade Show|New Business|37000.00|0|2025-01-31|2025-05-21|2025-04-08
843|Winsome Apparel GmbH - Analytics Suite|10|6|Proposal|Website|New Business|69000.00|50|2026-07-31|2026-11-19|
844|Litware GmbH - Cloud Subscription|12|5|Closed Lost|Outbound|New Business|11500.00|0|2025-01-19|2025-03-25|2025-04-05
845|Coho Winery GmbH - Analytics Suite|14|10|Closed Lost|Partner|Renewal|51000.00|0|2026-05-23|2026-08-04|2026-09-01
846|Bellows College Inc - Data Platform|22|4|Closed Won|Outbound|New Business|30500.00|100|2026-04-03|2026-08-29|2026-08-27
847|Winsome Apparel GmbH - Cloud Subscription|10|1|Closed Lost|Partner|Upsell|55500.00|0|2025-06-08|2025-10-20|2025-10-11
848|Margie's Travel GmbH - Data Platform|7|1|Negotiation|Outbound|New Business|59500.00|75|2026-02-26|2026-03-29|
849|Woodgrove Bank Inc - Data Platform|16|5|Closed Won|Website|New Business|4500.00|100|2026-06-12|2026-08-27|2026-08-24
850|Relecloud Sp. z o.o. - Training Package|55|2|Closed Won|Referral|Renewal|15000.00|100|2025-11-09|2025-12-19|2025-11-21
851|Alpine Ski House SARL - Cloud Subscription|26|1|Negotiation|Website|New Business|8500.00|75|2026-05-20|2026-08-03|
852|Northwind Traders GmbH - Data Platform|11|3|Negotiation|Referral|New Business|12500.00|75|2026-03-23|2026-08-18|
853|Tailspin Toys Inc - Reporting Add-on|25|9|Proposal|Outbound|New Business|55000.00|50|2025-09-07|2025-11-30|
854|Coho Winery Sp. z o.o. - Cloud Subscription|54|7|Proposal|Partner|New Business|72000.00|50|2026-01-24|2026-04-21|
855|VanArsdel SARL - Analytics Suite|27|11|Negotiation|Trade Show|Renewal|10500.00|75|2026-05-08|2026-09-26|
856|Relecloud Sp. z o.o. - Cloud Subscription|55|5|Proposal|Outbound|New Business|7000.00|50|2025-08-14|2025-09-22|
